code_commune;nom_commune;region;departement;population;strate_population;commune_rurale;commune_montagne;commune_touristique;tranche_revenu_habitant;recettes_fonctionnement_par_hab;depenses_fonctionnement_par_hab;frais_personnel_par_hab;depenses_equipement_par_hab;epargne_brute_par_hab;encours_dette_par_hab;dotation_etat_par_hab;impots_locaux_par_hab
63254;Nohanent;Auvergne-Rhône-Alpes;Puy-de-Dôme;2254;4;Non;Non;Non;2;791.63;672.09;410.53;73.52;119.54;552.99;51.97;537.79
81131;Lagrave;Occitanie;Tarn;2254;4;Non;Non;Non;2;1012.84;855.85;211.38;528.44;156.99;2470.96;168.72;232.49
22237;Pluduno;Bretagne;Côtes-d'Armor;2253;4;Non;Non;Non;2;958.79;566.24;305.85;154.85;392.55;619.59;296.22;315.41
01246;Mézériat;Auvergne-Rhône-Alpes;Ain;2253;4;Oui;Non;Non;2;601.57;458.5;246.38;1682.48;143.07;978.52;115.09;346.44
01248;Mionnay;Auvergne-Rhône-Alpes;Ain;2251;4;Oui;Non;Non;3;705.05;563.4;269.85;376.07;141.66;1217.62;121.24;376.6
69267;Villié-Morgon;Auvergne-Rhône-Alpes;Rhône;2251;4;Oui;Oui;Non;2;856.86;644.41;282.62;341.29;212.45;684.85;110.0;607.46
12120;Laissac-Sévérac l'Église;Occitanie;Aveyron;2251;4;Non;Oui;Non;1;1726.7;1055.4;397.55;727.44;671.3;3809.07;310.19;349.54
12224;Saint Geniez d'Olt et d'Aubrac;Occitanie;Aveyron;2251;4;Oui;Oui;Non;1;1401.72;1084.99;390.84;257.06;316.73;2950.47;444.99;521.7
54197;Fléville-devant-Nancy;Grand Est;Meurthe-et-Moselle;2250;4;Non;Non;Oui;3;862.02;852.02;430.26;274.52;9.99;207.26;39.46;569.23
28334;Saint-Denis-Lanneray;Centre-Val de Loire;Eure-et-Loir;2249;4;Non;Non;Non;2;865.93;816.77;416.75;181.51;49.16;621.7;76.86;644.42
35016;Baulon;Bretagne;Ille-et-Vilaine;2249;4;Oui;Non;Non;1;798.76;612.99;312.5;39.62;185.77;881.97;219.63;359.72
63322;Saint-Beauzire;Auvergne-Rhône-Alpes;Puy-de-Dôme;2248;4;Oui;Non;Non;2;727.57;638.87;293.69;148.53;88.69;475.42;94.6;339.25
59016;Armbouts-Cappel;Hauts-de-France;Nord;2247;4;Oui;Non;Non;2;649.21;680.55;376.02;6.97;-31.34;81.12;42.76;438.78
59475;Prouvy;Hauts-de-France;Nord;2246;4;Non;Non;Non;1;1571.33;1348.81;675.62;398.64;222.52;868.62;9.14;1177.99
83077;Méounes-lès-Montrieux;Provence-Alpes-Côte d'Azur;Var;2246;4;Oui;Non;Non;2;1037.41;967.75;606.94;204.52;69.66;136.16;48.77;718.28
85156;Moutiers-les-Mauxfaits;Pays de la Loire;Vendée;2246;4;Non;Non;Non;1;1549.12;1114.03;597.55;129.74;435.09;870.47;252.0;499.17
35250;Saint-Armel;Bretagne;Ille-et-Vilaine;2245;4;Oui;Non;Non;2;896.9;636.85;395.26;31.22;260.05;798.46;89.47;569.32
22048;Corseul;Bretagne;Côtes-d'Armor;2244;4;Oui;Non;Non;2;861.02;423.69;246.57;240.41;437.33;73.12;345.0;358.01
83108;La Roquebrussanne;Provence-Alpes-Côte d'Azur;Var;2244;4;Non;Non;Non;3;1346.22;1207.15;617.61;442.41;139.07;719.55;100.2;798.82
89068;Chablis;Bourgogne-Franche-Comté;Yonne;2244;4;Non;Non;Non;3;1680.8;1189.0;664.47;668.43;491.8;2123.95;68.48;1098.04
56089;Inguiniel;Bretagne;Morbihan;2243;4;Oui;Non;Non;1;943.65;665.64;350.94;178.82;278.01;276.36;263.59;395.74
33154;Les Églisottes-et-Chalaures;Nouvelle-Aquitaine;Gironde;2243;4;Non;Non;Non;1;784.49;749.83;381.62;80.25;34.66;203.03;219.04;392.75
12043;Calmont;Occitanie;Aveyron;2242;4;Oui;Oui;Non;2;763.24;560.85;256.66;219.14;202.39;513.92;178.5;366.36
27502;Rugles;Normandie;Eure;2242;4;Non;Non;Non;1;1223.64;1118.03;455.08;523.68;105.61;91.32;108.18;694.93
71202;Fontaines;Bourgogne-Franche-Comté;Saône-et-Loire;2241;4;Oui;Non;Non;2;721.04;562.45;277.54;299.84;158.58;1127.09;92.83;470.31
07117;Lablachère;Auvergne-Rhône-Alpes;Ardèche;2241;4;Non;Non;Non;1;992.22;738.78;265.95;388.25;253.44;1122.73;191.29;283.99
28236;Arcisses;Centre-Val de Loire;Eure-et-Loir;2241;4;Oui;Non;Non;2;1230.89;1111.4;502.77;771.45;119.49;1124.67;74.3;792.4
31480;Sainte-Foy-d'Aigrefeuille;Occitanie;Haute-Garonne;2240;4;Oui;Non;Non;4;1020.68;905.27;435.79;639.67;115.41;1288.55;209.24;515.29
34207;Pomérols;Occitanie;Hérault;2240;4;Non;Non;Non;2;1510.62;652.9;312.76;882.15;857.72;1554.54;251.46;477.34
59464;Poix-du-Nord;Hauts-de-France;Nord;2240;4;Non;Non;Non;1;734.61;627.99;297.38;175.31;106.61;320.96;310.5;298.5
17224;Matha;Nouvelle-Aquitaine;Charente-Maritime;2240;4;Non;Non;Non;1;972.45;831.99;431.51;186.65;140.46;1171.11;159.86;590.63
86016;Avanton;Nouvelle-Aquitaine;Vienne;2240;4;Oui;Non;Non;2;689.9;494.22;255.66;368.93;195.68;916.82;164.58;329.4
38214;Lumbin;Auvergne-Rhône-Alpes;Isère;2239;4;Non;Non;Non;3;893.46;678.68;362.4;212.98;214.78;537.95;20.49;660.75
61153;Écouché-les-Vallées;Normandie;Orne;2239;4;Oui;Non;Non;1;1050.81;865.96;229.14;436.09;184.85;403.8;257.68;269.05
56123;Malansac;Bretagne;Morbihan;2238;4;Oui;Non;Non;2;950.62;693.15;294.36;292.33;257.46;489.14;215.87;512.26
01401;Sergy;Auvergne-Rhône-Alpes;Ain;2238;4;Non;Oui;Non;4;1028.66;695.78;354.53;206.67;332.88;1327.13;65.37;387.42
60398;Le Mesnil-en-Thelle;Hauts-de-France;Oise;2237;4;Non;Non;Non;2;1084.12;700.36;389.33;808.96;383.76;124.49;162.05;619.07
63265;Orléat;Auvergne-Rhône-Alpes;Puy-de-Dôme;2235;4;Oui;Non;Non;3;841.03;597.45;283.46;766.56;243.58;895.83;132.08;471.06
01135;Crozet;Auvergne-Rhône-Alpes;Ain;2235;4;Non;Oui;Non;4;1337.07;713.0;270.35;505.83;624.07;669.72;48.8;413.85
17369;Saint-Martin-de-Ré;Nouvelle-Aquitaine;Charente-Maritime;2235;4;Non;Non;Oui;4;2837.23;2084.43;903.01;794.78;752.8;1970.66;242.19;967.09
56055;Étel;Bretagne;Morbihan;2234;4;Non;Non;Oui;2;1574.12;1220.24;596.14;638.65;353.88;1397.1;237.42;717.08
64279;Itxassou;Nouvelle-Aquitaine;Pyrénées-Atlantiques;2234;4;Oui;Oui;Non;2;873.03;634.55;273.59;376.23;238.48;905.36;100.83;476.0
56005;Arzon;Bretagne;Morbihan;2233;4;Non;Non;Oui;4;4308.97;3170.38;1808.65;1561.75;1138.6;4995.11;259.17;2394.46
39333;Moirans-en-Montagne;Bourgogne-Franche-Comté;Jura;2233;4;Non;Oui;Oui;1;1180.93;756.15;280.29;1013.32;424.77;1382.57;88.5;454.16
81227;Roquecourbe;Occitanie;Tarn;2233;4;Non;Non;Non;1;740.54;676.4;381.44;268.08;64.14;665.33;92.37;424.66
89102;Chevannes;Bourgogne-Franche-Comté;Yonne;2233;4;Oui;Non;Non;2;937.99;827.92;521.24;250.77;110.07;526.01;180.19;584.26
33225;Landiras;Nouvelle-Aquitaine;Gironde;2232;4;Oui;Non;Non;2;1027.11;797.78;459.61;157.77;229.33;327.49;26.15;556.81
78513;La Queue-les-Yvelines;Île-de-France;Yvelines;2230;4;Non;Non;Non;3;726.7;585.87;262.4;255.56;140.83;788.66;36.01;431.7
47091;Estillac;Nouvelle-Aquitaine;Lot-et-Garonne;2230;4;Non;Non;Non;2;1144.72;812.15;459.34;371.13;332.57;745.07;10.73;636.33
49135;Feneu;Pays de la Loire;Maine-et-Loire;2230;4;Oui;Non;Non;2;874.47;686.03;347.07;65.71;188.44;100.03;207.75;415.44
62447;Hesdin;Hauts-de-France;Pas-de-Calais;2230;4;Non;Non;Non;1;1214.83;1127.19;601.98;198.3;87.64;527.84;294.24;655.47
34143;Loupian;Occitanie;Hérault;2230;4;Non;Non;Non;1;1129.43;1146.56;618.99;184.78;-17.13;923.32;95.5;658.36
72137;Villeneuve-en-Perseigne;Pays de la Loire;Sarthe;2229;4;Oui;Non;Non;1;856.89;557.04;299.69;497.03;299.85;1041.44;329.61;254.05
68141;Hochstatt;Grand Est;Haut-Rhin;2228;4;Non;Non;Non;3;610.5;402.46;175.96;391.43;208.04;214.98;88.06;366.8
56042;Colpo;Bretagne;Morbihan;2228;4;Oui;Non;Non;1;818.3;675.7;256.92;466.26;142.6;854.47;209.83;479.85
85012;La Barre-de-Monts;Pays de la Loire;Vendée;2227;4;Non;Non;Non;2;1800.16;1228.64;709.02;532.97;571.52;1037.94;314.29;982.07
44146;Rougé;Pays de la Loire;Loire-Atlantique;2227;4;Oui;Non;Non;1;851.79;722.12;316.92;502.7;129.66;767.23;305.71;347.53
66208;Théza;Occitanie;Pyrénées-Orientales;2226;4;Non;Non;Non;1;770.24;546.52;308.01;252.94;223.72;465.38;176.4;433.61
01250;Misérieux;Auvergne-Rhône-Alpes;Ain;2226;4;Non;Non;Non;2;499.3;372.28;180.73;166.53;127.02;219.3;124.78;281.72
01435;Versonnex;Auvergne-Rhône-Alpes;Ain;2226;4;Non;Non;Non;4;1323.94;851.3;506.65;194.08;472.64;1179.55;138.06;353.6
84074;Mérindol;Provence-Alpes-Côte d'Azur;Vaucluse;2226;4;Non;Non;Non;2;876.61;820.25;498.46;366.22;56.36;578.88;37.17;539.57
59157;Cousolre;Hauts-de-France;Nord;2225;4;Oui;Non;Non;1;530.74;510.33;252.82;75.5;20.4;56.33;180.55;237.53
2B087;Cervione;Corse;Haute-Corse;2225;4;Oui;Non;Oui;1;1062.14;894.87;410.37;156.23;167.27;126.83;396.95;504.36
57153;Corny-sur-Moselle;Grand Est;Moselle;2224;4;Non;Non;Non;3;674.58;539.19;158.95;971.19;135.4;2069.64;91.02;304.95
80360;Fressenneville;Hauts-de-France;Somme;2224;4;Non;Non;Non;1;909.01;839.75;468.3;57.19;69.26;696.04;244.79;466.25
26169;Malataverne;Auvergne-Rhône-Alpes;Drôme;2224;4;Non;Non;Non;2;1621.93;1258.09;755.62;718.09;363.84;1475.79;56.72;828.96
71070;Buxy;Bourgogne-Franche-Comté;Saône-et-Loire;2223;4;Non;Non;Non;2;1031.25;819.76;373.81;171.46;211.49;840.82;223.08;485.94
38058;Brézins;Auvergne-Rhône-Alpes;Isère;2223;4;Oui;Non;Non;1;827.68;574.56;246.58;347.41;253.11;624.73;149.87;396.66
25397;Montferrand-le-Château;Bourgogne-Franche-Comté;Doubs;2222;4;Non;Non;Non;2;612.37;472.4;197.97;206.3;139.98;2093.93;74.37;344.03
78090;Bouafle;Île-de-France;Yvelines;2222;4;Non;Non;Non;3;1035.19;906.37;454.98;476.16;128.82;524.02;41.59;656.19
14409;Merville-Franceville-Plage;Normandie;Calvados;2221;4;Non;Non;Oui;3;1472.63;1344.98;780.76;356.05;127.64;1002.29;203.04;862.69
22207;Plouaret;Bretagne;Côtes-d'Armor;2221;4;Non;Non;Non;1;1065.72;801.37;468.18;529.28;264.35;1431.81;370.81;501.79
01384;Saint-Rambert-en-Bugey;Auvergne-Rhône-Alpes;Ain;2221;4;Oui;Oui;Non;1;1144.45;827.68;376.35;575.23;316.78;2076.14;184.26;605.53
11012;Argeliers;Occitanie;Aude;2221;4;Non;Non;Non;1;935.81;718.09;393.85;85.49;217.73;667.77;201.41;550.49
74006;Allonzier-la-Caille;Auvergne-Rhône-Alpes;Haute-Savoie;2221;4;Non;Oui;Non;3;826.09;449.04;165.21;1462.89;377.05;2914.47;82.33;270.37
60409;Monchy-Saint-Éloi;Hauts-de-France;Oise;2220;4;Non;Non;Non;1;825.69;648.65;361.83;162.14;177.04;92.13;132.12;524.95
48034;La Canourgue;Occitanie;Lozère;2220;4;Non;Oui;Non;1;1736.51;1311.84;445.89;682.51;424.66;1728.1;478.07;356.01
74083;Combloux;Auvergne-Rhône-Alpes;Haute-Savoie;2219;4;Non;Oui;Oui;4;5174.43;4305.96;1502.76;2962.31;868.47;5016.7;176.4;2703.14
02307;La Ferté-Milon;Hauts-de-France;Aisne;2219;4;Non;Non;Non;1;921.37;896.82;419.52;345.39;24.55;245.75;250.29;514.53
59488;Raillencourt-Sainte-Olle;Hauts-de-France;Nord;2219;4;Non;Non;Non;2;1117.48;931.46;533.85;904.42;186.02;1033.46;50.4;419.85
51562;Taissy;Grand Est;Marne;2219;4;Non;Non;Non;3;862.59;756.9;367.51;88.31;105.7;582.51;43.0;604.48
37245;Semblançay;Centre-Val de Loire;Indre-et-Loire;2218;4;Oui;Non;Non;3;759.97;555.63;300.31;161.07;204.34;599.28;194.24;297.47
33125;Cissac-Médoc;Nouvelle-Aquitaine;Gironde;2218;4;Oui;Non;Non;2;752.49;487.87;226.01;178.27;264.62;278.09;240.53;358.46
42176;Pouilly-les-Nonains;Auvergne-Rhône-Alpes;Loire;2218;4;Non;Non;Non;2;615.88;549.16;371.7;116.68;66.71;354.19;80.19;305.23
33349;Quinsac;Nouvelle-Aquitaine;Gironde;2217;4;Non;Non;Non;3;672.8;565.46;302.57;840.41;107.34;794.57;130.67;398.1
86204;Quinçay;Nouvelle-Aquitaine;Vienne;2216;4;Non;Non;Non;2;778.27;720.2;416.26;225.38;58.07;70.81;210.85;422.68
73191;Novalaise;Auvergne-Rhône-Alpes;Savoie;2216;4;Oui;Oui;Non;2;968.33;775.34;207.55;325.92;192.99;551.35;172.63;436.08
34237;Roujan;Occitanie;Hérault;2216;4;Non;Non;Non;2;890.62;649.58;350.43;165.82;241.04;321.05;272.97;467.98
88513;Vincey;Grand Est;Vosges;2216;4;Non;Non;Non;1;950.87;722.98;352.24;157.09;227.89;338.48;236.02;323.39
61211;Juvigny Val d'Andaine;Normandie;Orne;2216;4;Oui;Non;Non;1;733.58;567.98;263.15;168.96;165.6;625.34;340.19;162.31
06163;Tende;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;2215;4;Oui;Oui;Non;1;1652.05;1160.55;611.3;857.66;491.5;447.73;349.53;585.63
77255;Livry-sur-Seine;Île-de-France;Seine-et-Marne;2215;4;Non;Non;Non;2;671.87;638.58;278.7;180.45;33.29;163.05;97.83;404.59
56102;Forges de Lanouée;Bretagne;Morbihan;2214;4;Oui;Non;Non;1;863.63;561.73;223.59;271.67;301.9;650.13;251.72;387.09
83093;Plan-d'Aups-Sainte-Baume;Provence-Alpes-Côte d'Azur;Var;2214;4;Non;Non;Non;2;811.57;711.46;359.31;198.47;100.12;126.64;97.91;432.19
33114;Cavignac;Nouvelle-Aquitaine;Gironde;2213;4;Non;Non;Non;1;629.85;608.15;298.32;369.29;21.7;320.3;179.37;257.79
95056;Belloy-en-France;Île-de-France;Val-d'Oise;2212;4;Non;Non;Non;2;1007.48;819.38;384.44;231.14;188.1;689.87;127.41;506.44
13020;Cadolive;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;2212;4;Non;Non;Non;2;1273.33;880.56;275.93;603.8;392.76;1728.47;108.51;818.71
38199;Jardin;Auvergne-Rhône-Alpes;Isère;2212;4;Non;Non;Non;3;620.99;473.21;268.89;116.25;147.78;351.3;73.2;342.29
2B009;Aléria;Corse;Haute-Corse;2211;4;Oui;Non;Non;1;1347.09;1271.89;701.6;1587.45;75.2;3899.33;277.5;646.55
50341;Montebourg;Normandie;Manche;2210;4;Oui;Non;Non;1;778.92;590.95;273.63;387.06;187.97;1111.74;300.99;324.6
26345;Suze-la-Rousse;Auvergne-Rhône-Alpes;Drôme;2210;4;Non;Non;Non;2;1020.79;695.45;333.84;121.24;325.34;1943.69;117.66;657.98
29225;Pouldreuzic;Bretagne;Finistère;2210;4;Oui;Non;Non;1;857.98;658.68;373.0;139.44;199.29;804.77;97.07;452.21
14092;Bourguébus;Normandie;Calvados;2210;4;Oui;Non;Non;2;754.04;647.9;393.91;65.33;106.14;428.92;120.68;433.98
62288;Ecques;Hauts-de-France;Pas-de-Calais;2209;4;Oui;Non;Non;2;604.57;584.71;316.32;178.93;19.87;936.99;120.09;319.16
29196;Plouguin;Bretagne;Finistère;2208;4;Oui;Non;Oui;1;991.28;720.69;356.4;329.96;270.6;774.92;250.28;403.45
22273;Saint-Alban;Bretagne;Côtes-d'Armor;2208;4;Oui;Non;Non;2;744.42;582.65;260.74;350.68;161.77;627.16;234.88;360.08
50087;Brix;Normandie;Manche;2208;4;Oui;Non;Non;2;911.82;811.02;285.07;341.11;100.8;869.86;165.72;375.6
25432;Orchamps-Vennes;Bourgogne-Franche-Comté;Doubs;2207;4;Oui;Oui;Non;3;756.79;633.97;169.32;472.57;122.83;657.11;140.09;329.54
81204;Payrin-Augmontel;Occitanie;Tarn;2207;4;Non;Non;Non;2;605.77;537.86;245.81;202.19;67.9;332.97;110.43;396.47
25237;Fesches-le-Châtel;Bourgogne-Franche-Comté;Doubs;2206;4;Non;Non;Non;1;678.18;566.93;309.68;353.99;111.25;621.82;84.07;370.98
86160;Mirebeau;Nouvelle-Aquitaine;Vienne;2205;4;Non;Non;Non;1;1136.12;959.97;446.31;241.65;176.15;915.83;155.83;662.49
76400;Luneray;Normandie;Seine-Maritime;2205;4;Non;Non;Non;2;859.22;600.83;347.65;299.32;258.39;590.59;156.08;454.64
71497;Sancé;Bourgogne-Franche-Comté;Saône-et-Loire;2204;4;Non;Non;Non;2;964.21;793.59;446.56;206.81;170.62;592.01;32.9;729.03
59074;Bertry;Hauts-de-France;Nord;2204;4;Non;Non;Non;1;716.84;602.74;281.06;622.13;114.1;721.33;170.46;395.14
63116;Combronde;Auvergne-Rhône-Alpes;Puy-de-Dôme;2204;4;Oui;Oui;Non;2;872.06;607.69;267.62;348.44;264.37;2096.18;165.97;330.05
78291;Guerville;Île-de-France;Yvelines;2204;4;Oui;Non;Non;2;1100.59;882.22;447.12;156.8;218.37;144.4;13.75;685.0
77374;Pontcarré;Île-de-France;Seine-et-Marne;2204;4;Non;Non;Non;3;1049.51;865.07;427.65;51.76;184.44;469.62;111.03;721.93
51248;Fère-Champenoise;Grand Est;Marne;2203;4;Non;Non;Non;1;890.47;677.27;365.46;280.33;213.19;969.36;193.18;355.91
54116;Chanteheux;Grand Est;Meurthe-et-Moselle;2202;4;Non;Non;Non;2;726.12;621.59;241.51;374.52;104.53;97.79;118.41;283.97
16393;Vars;Nouvelle-Aquitaine;Charente;2201;4;Oui;Non;Non;2;991.32;732.06;403.37;406.62;259.26;279.81;302.56;390.98
16232;Mornac;Nouvelle-Aquitaine;Charente;2201;4;Non;Non;Non;2;1019.33;1046.65;449.4;150.91;-27.33;1342.87;13.11;768.96
25403;Montlebon;Bourgogne-Franche-Comté;Doubs;2200;4;Oui;Oui;Non;4;934.58;714.23;173.68;190.61;220.35;315.59;93.88;368.27
74180;Messery;Auvergne-Rhône-Alpes;Haute-Savoie;2200;4;Non;Non;Non;5;1384.26;1050.98;497.83;310.91;333.28;1700.47;35.61;743.34
85189;Notre-Dame-de-Riez;Pays de la Loire;Vendée;2200;4;Non;Non;Non;2;603.9;456.32;233.21;514.38;147.58;691.85;141.9;351.36
57039;Augny;Grand Est;Moselle;2199;4;Non;Non;Non;2;1723.56;791.22;323.73;212.43;932.35;319.18;16.38;664.79
79249;Saint-Gelais;Nouvelle-Aquitaine;Deux-Sèvres;2199;4;Non;Non;Non;2;797.77;654.92;295.01;25.15;142.85;132.29;95.44;494.07
77240;Jouy-sur-Morin;Île-de-France;Seine-et-Marne;2199;4;Non;Non;Non;1;695.43;546.93;310.25;78.36;148.5;261.97;128.42;324.64
29098;Lampaul-Plouarzel;Bretagne;Finistère;2198;4;Non;Non;Non;2;873.93;672.64;301.31;462.27;201.29;1195.91;196.03;510.45
66217;Trouillas;Occitanie;Pyrénées-Orientales;2198;4;Non;Non;Non;1;826.38;611.94;331.6;460.32;214.44;577.44;163.44;482.24
67448;Schirmeck;Grand Est;Bas-Rhin;2198;4;Non;Oui;Oui;1;1745.04;966.47;461.61;296.43;778.57;894.65;80.25;636.34
68173;Labaroche;Grand Est;Haut-Rhin;2198;4;Non;Oui;Non;3;1048.39;808.64;332.79;524.97;239.75;575.06;141.6;377.45
31136;Cépet;Occitanie;Haute-Garonne;2197;4;Non;Non;Non;2;847.1;746.41;446.42;322.83;100.7;191.11;145.59;462.36
87143;Saint-Gence;Nouvelle-Aquitaine;Haute-Vienne;2197;4;Oui;Non;Non;2;746.27;633.44;349.87;100.43;112.83;294.94;169.32;400.41
31271;Lanta;Occitanie;Haute-Garonne;2197;4;Oui;Non;Non;2;1087.07;834.0;462.03;190.7;253.07;1062.98;254.87;415.22
85164;Notre-Dame-de-Monts;Pays de la Loire;Vendée;2196;4;Non;Non;Oui;3;2737.13;1942.08;863.47;649.16;795.05;1110.22;430.69;1513.45
69219;Saint-Laurent-d'Agny;Auvergne-Rhône-Alpes;Rhône;2196;4;Non;Non;Non;3;944.97;629.91;275.91;1123.22;315.06;1179.2;81.81;535.14
01103;Chevry;Auvergne-Rhône-Alpes;Ain;2196;4;Non;Non;Non;4;1315.47;680.48;324.4;258.83;634.99;1884.42;38.02;457.76
71190;Épinac;Bourgogne-Franche-Comté;Saône-et-Loire;2194;4;Non;Non;Non;1;787.5;527.98;203.85;536.46;259.52;1444.69;288.68;331.59
34027;Beaulieu;Occitanie;Hérault;2193;4;Non;Non;Non;4;643.49;513.77;259.58;123.22;129.71;202.97;64.48;358.86
17131;Cozes;Nouvelle-Aquitaine;Charente-Maritime;2193;4;Oui;Non;Oui;2;802.79;735.81;385.18;50.16;66.97;463.51;191.65;431.87
53103;Le Genest-Saint-Isle;Pays de la Loire;Mayenne;2192;4;Oui;Non;Non;1;985.97;873.46;420.51;313.41;112.51;829.77;142.28;512.0
32296;Nogaro;Occitanie;Gers;2192;4;Oui;Non;Non;1;1638.25;1436.18;633.98;275.53;202.07;1271.61;187.35;843.14
85029;Bouin;Pays de la Loire;Vendée;2192;4;Oui;Non;Non;2;1088.05;696.66;283.36;266.62;391.39;899.25;247.64;601.54
32213;Lombez;Occitanie;Gers;2192;4;Oui;Non;Non;1;870.1;659.75;281.55;545.61;210.35;947.92;301.56;391.49
72280;Saint-Georges-du-Bois;Pays de la Loire;Sarthe;2191;4;Non;Non;Non;2;688.7;596.46;299.06;252.89;92.24;768.05;205.2;387.11
38352;Saint-Alban-de-Roche;Auvergne-Rhône-Alpes;Isère;2191;4;Non;Non;Non;3;697.06;525.69;217.62;133.77;171.38;491.09;18.62;524.93
34025;Bassan;Occitanie;Hérault;2190;4;Non;Non;Oui;2;791.29;605.15;333.93;607.36;186.14;940.49;161.38;469.01
77168;Égreville;Île-de-France;Seine-et-Marne;2190;4;Oui;Non;Non;2;944.26;678.12;239.64;595.06;266.14;577.35;219.32;515.01
01153;Échenevex;Auvergne-Rhône-Alpes;Ain;2189;4;Non;Oui;Non;5;1594.27;906.94;507.71;109.6;687.33;681.69;42.22;529.22
73032;La Bâthie;Auvergne-Rhône-Alpes;Savoie;2189;4;Non;Oui;Non;2;1177.14;960.37;417.97;153.96;216.76;1197.24;15.76;813.02
25370;Mathay;Bourgogne-Franche-Comté;Doubs;2189;4;Non;Non;Non;2;829.03;611.99;266.3;232.03;217.04;1260.11;34.48;545.13
06023;Breil-sur-Roya;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;2189;4;Non;Oui;Non;1;1746.44;1396.42;840.35;619.2;350.01;1336.01;314.42;487.92
33337;Preignac;Nouvelle-Aquitaine;Gironde;2187;4;Non;Non;Non;1;879.11;689.68;305.39;225.95;189.44;812.64;153.91;400.21
60086;Boran-sur-Oise;Hauts-de-France;Oise;2186;4;Non;Non;Non;2;925.96;816.85;384.78;259.86;109.11;698.53;120.47;512.89
29137;Logonna-Daoulas;Bretagne;Finistère;2186;4;Oui;Non;Non;2;830.22;616.72;292.06;128.64;213.5;807.33;198.24;518.6
45193;Marcilly-en-Villette;Centre-Val de Loire;Loiret;2185;4;Oui;Non;Non;2;1020.95;836.12;338.58;626.28;184.83;684.73;201.05;370.83
88270;Liffol-le-Grand;Grand Est;Vosges;2185;4;Non;Non;Non;1;946.6;737.44;312.89;283.32;209.16;1473.55;283.75;341.83
53186;Quelaines-Saint-Gault;Pays de la Loire;Mayenne;2185;4;Oui;Non;Non;1;1143.35;911.91;502.97;236.15;231.44;720.84;269.0;349.02
59086;Boeschepe;Hauts-de-France;Nord;2185;4;Non;Non;Non;2;829.16;639.84;320.56;364.74;189.32;40.91;222.56;419.72
33226;Langoiran;Nouvelle-Aquitaine;Gironde;2185;4;Non;Non;Non;2;803.24;670.33;374.31;195.09;132.9;1362.81;166.62;452.69
88409;Saint-Amé;Grand Est;Vosges;2184;4;Non;Oui;Non;1;1037.09;798.82;355.15;50.06;238.27;647.57;96.58;526.58
22372;Trémuson;Bretagne;Côtes-d'Armor;2184;4;Non;Non;Non;2;1016.31;867.48;433.55;184.43;148.83;237.36;200.64;553.73
81052;Cambon;Occitanie;Tarn;2184;4;Non;Non;Non;2;530.13;364.56;151.49;20.12;165.57;254.29;104.7;290.84
51391;Muizon;Grand Est;Marne;2184;4;Non;Non;Non;2;807.49;741.38;390.99;102.99;66.11;719.1;134.96;420.81
38339;Roche;Auvergne-Rhône-Alpes;Isère;2184;4;Oui;Non;Non;2;842.87;709.47;293.42;422.36;133.4;693.11;154.2;338.92
01199;Jujurieux;Auvergne-Rhône-Alpes;Ain;2183;4;Non;Non;Non;2;1080.74;717.39;276.93;161.6;363.35;2061.63;141.9;369.66
25495;Roche-lez-Beaupré;Bourgogne-Franche-Comté;Doubs;2183;4;Non;Non;Non;2;594.48;497.83;187.3;76.55;96.66;396.85;40.0;329.01
59631;Walincourt-Selvigny;Hauts-de-France;Nord;2183;4;Non;Non;Non;1;670.06;568.82;277.12;174.66;101.24;768.41;161.54;383.11
57193;Ennery;Grand Est;Moselle;2182;4;Non;Non;Non;2;1232.59;1046.86;478.65;951.22;185.73;404.57;;1015.85
49308;Saint-Melaine-sur-Aubance;Pays de la Loire;Maine-et-Loire;2181;4;Oui;Non;Non;3;799.76;525.9;332.66;302.15;273.86;99.77;153.41;463.18
66093;Laroque-des-Albères;Occitanie;Pyrénées-Orientales;2181;4;Non;Oui;Non;3;846.86;718.81;384.12;707.55;128.05;342.09;86.43;577.21
30302;Saint-Victor-la-Coste;Occitanie;Gard;2181;4;Non;Non;Non;2;876.79;521.84;291.43;151.28;354.96;290.48;157.59;422.22
31297;Lévignac;Occitanie;Haute-Garonne;2181;4;Non;Non;Non;2;984.83;1031.66;523.88;140.06;-46.83;986.24;128.72;531.16
69018;Beaujeu;Auvergne-Rhône-Alpes;Rhône;2180;4;Non;Oui;Non;2;896.74;661.29;269.73;274.25;235.45;206.17;207.61;487.67
24115;Château-l'Évêque;Nouvelle-Aquitaine;Dordogne;2179;4;Oui;Non;Non;2;773.95;545.24;316.96;209.66;228.71;955.17;204.35;351.41
91468;Ormoy;Île-de-France;Essonne;2179;4;Non;Non;Non;2;1067.57;804.64;427.96;235.03;262.92;2611.17;12.67;820.72
86032;Bonneuil-Matours;Nouvelle-Aquitaine;Vienne;2178;4;Oui;Non;Non;2;779.09;704.73;357.11;234.15;74.36;339.73;129.64;455.29
35328;Sixt-sur-Aff;Bretagne;Ille-et-Vilaine;2178;4;Oui;Non;Non;1;938.89;797.32;300.62;364.29;141.57;631.08;303.16;467.54
