code_commune;nom_commune;region;departement;population;strate_population;commune_rurale;commune_montagne;commune_touristique;tranche_revenu_habitant;recettes_fonctionnement_par_hab;depenses_fonctionnement_par_hab;frais_personnel_par_hab;depenses_equipement_par_hab;epargne_brute_par_hab;encours_dette_par_hab;dotation_etat_par_hab;impots_locaux_par_hab
75056;Paris;Île-de-France;Paris;2182174;10;Non;Non;Non;5;3458.07;3236.98;1198.21;572.59;221.1;4269.03;0.02;1039.39
13055;Marseille;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;877095;10;Non;Non;Oui;2;1509.93;1233.87;750.66;173.96;276.06;1736.44;266.1;957.54
69123;Lyon;Auvergne-Rhône-Alpes;Rhône;529570;10;Non;Non;Oui;3;1376.48;1177.39;694.91;159.8;199.09;686.15;127.82;856.1
31555;Toulouse;Occitanie;Haute-Garonne;498596;10;Non;Non;Oui;2;1280.81;1146.35;700.28;255.67;134.47;474.53;148.55;784.99
06088;Nice;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;345528;10;Non;Non;Oui;2;1676.3;1571.7;910.29;206.69;104.6;1521.06;205.7;960.22
44109;Nantes;Pays de la Loire;Loire-Atlantique;323975;10;Non;Non;Oui;2;1425.23;1260.84;662.5;329.16;164.39;895.58;209.32;916.85
34172;Montpellier;Occitanie;Hérault;298933;10;Non;Non;Oui;1;1164.01;971.44;639.49;212.69;192.58;817.66;251.81;665.28
67482;Strasbourg;Grand Est;Bas-Rhin;290106;10;Non;Non;Oui;2;1520.99;1324.07;712.4;315.93;196.92;1050.36;164.75;890.96
33063;Bordeaux;Nouvelle-Aquitaine;Gironde;264257;10;Non;Non;Oui;3;1435.95;1208.28;596.08;274.08;227.68;1119.6;138.6;823.25
59350;Lille;Hauts-de-France;Nord;236400;10;Non;Non;Non;1;1641.79;1435.79;925.73;311.31;206.0;1434.1;270.94;1009.11
35238;Rennes;Bretagne;Ille-et-Vilaine;224655;10;Non;Non;Oui;2;1461.15;1320.92;762.31;293.28;140.24;1204.9;243.34;832.32
51454;Reims;Grand Est;Marne;184114;10;Non;Non;Oui;1;1389.24;1072.56;613.33;222.64;316.68;1424.68;293.08;859.49
83137;Toulon;Provence-Alpes-Côte d'Azur;Var;180641;10;Non;Non;Oui;1;1157.33;940.88;676.46;164.79;216.45;347.12;231.29;622.58
42218;Saint-Étienne;Auvergne-Rhône-Alpes;Loire;175792;10;Non;Oui;Oui;1;1511.74;1336.52;811.4;216.56;175.23;1479.58;255.01;867.09
76351;Le Havre;Normandie;Seine-Maritime;170120;10;Non;Non;Oui;1;1462.54;1172.8;758.44;216.65;289.74;1295.13;286.54;751.07
21231;Dijon;Bourgogne-Franche-Comté;Côte-d'Or;161380;10;Non;Non;Non;2;1250.95;1038.17;503.7;245.25;212.78;750.96;157.86;774.67
38185;Grenoble;Auvergne-Rhône-Alpes;Isère;160441;10;Non;Non;Oui;2;1736.39;1547.78;909.14;218.12;188.61;1884.3;176.35;1190.81
49007;Angers;Pays de la Loire;Maine-et-Loire;158930;10;Non;Non;Oui;1;1466.62;1301.69;731.09;336.03;164.93;1032.27;330.08;813.78
97411;Saint-Denis;La Réunion;La Réunion;155302;10;Non;Oui;Non;1;1610.96;1324.77;699.99;292.6;286.19;1333.99;258.53;695.22
69266;Villeurbanne;Auvergne-Rhône-Alpes;Rhône;153294;10;Non;Non;Non;1;1132.15;952.39;576.66;333.49;179.75;326.34;124.61;750.1
30189;Nîmes;Occitanie;Gard;150786;10;Non;Non;Oui;1;1646.45;1399.28;688.45;374.88;247.17;1608.97;285.47;1054.74
63113;Clermont-Ferrand;Auvergne-Rhône-Alpes;Puy-de-Dôme;150596;10;Non;Non;Non;1;1171.08;995.22;619.84;197.76;175.86;1123.47;173.3;670.32
13001;Aix-en-Provence;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;148336;10;Non;Non;Oui;3;1376.85;1220.99;739.69;333.3;155.86;811.99;69.7;961.54
72181;Le Mans;Pays de la Loire;Sarthe;146703;10;Non;Non;Oui;1;1206.72;1131.65;680.01;219.25;75.07;552.95;248.13;635.22
29019;Brest;Bretagne;Finistère;142555;10;Non;Non;Oui;1;983.9;831.92;376.15;125.87;151.99;137.12;228.64;535.3
37261;Tours;Centre-Val de Loire;Indre-et-Loire;139843;10;Non;Non;Oui;2;1480.81;1294.85;797.54;184.05;185.96;1381.89;245.42;843.05
80021;Amiens;Hauts-de-France;Somme;137380;10;Non;Non;Oui;1;1149.67;981.06;636.57;135.59;168.61;677.4;331.31;519.55
74010;Annecy;Auvergne-Rhône-Alpes;Haute-Savoie;134101;10;Non;Oui;Oui;3;1747.93;1533.1;915.37;391.25;214.82;578.8;81.58;975.38
87085;Limoges;Nouvelle-Aquitaine;Haute-Vienne;133136;10;Non;Non;Non;1;1317.4;1164.84;802.67;203.38;152.56;994.07;202.49;840.7
92012;Boulogne-Billancourt;Île-de-France;Hauts-de-Seine;122825;10;Non;Non;Non;5;1423.2;1248.16;746.69;613.44;175.05;617.65;;914.63
25056;Besançon;Bourgogne-Franche-Comté;Doubs;121144;10;Non;Non;Non;1;1325.45;1073.39;630.08;254.77;252.06;910.31;257.53;700.76
66136;Perpignan;Occitanie;Pyrénées-Orientales;120771;10;Non;Non;Oui;1;1609.67;1347.69;820.45;310.16;261.98;1644.27;252.5;929.27
57463;Metz;Grand Est;Moselle;120335;10;Non;Non;Oui;1;1386.61;1273.22;741.24;230.06;113.39;998.42;215.71;704.1
45234;Orléans;Centre-Val de Loire;Loiret;118632;10;Non;Non;Non;2;1462.85;1204.46;700.2;161.05;258.39;758.54;220.18;889.52
76540;Rouen;Normandie;Seine-Maritime;113934;10;Non;Non;Oui;1;1492.65;1297.81;791.93;300.39;194.85;1202.66;277.48;831.8
93066;Saint-Denis;Île-de-France;Seine-Saint-Denis;113766;10;Non;Non;Non;1;1725.41;1524.32;1020.92;172.09;201.09;1134.44;231.21;1136.09
93048;Montreuil;Île-de-France;Seine-Saint-Denis;111810;10;Non;Non;Non;2;1774.79;1585.06;1004.39;293.88;189.73;1845.54;131.21;1254.32
95018;Argenteuil;Île-de-France;Val-d'Oise;111595;10;Non;Non;Non;1;1711.68;1401.73;870.23;429.22;309.95;3353.71;257.74;1049.15
68224;Mulhouse;Grand Est;Haut-Rhin;109531;10;Non;Non;Non;1;1920.38;1616.75;821.69;293.24;303.62;2003.38;431.95;760.13
14118;Caen;Normandie;Calvados;108404;10;Non;Non;Oui;1;1115.61;939.32;422.1;231.04;176.28;1027.63;289.34;494.61
54395;Nancy;Grand Est;Meurthe-et-Moselle;106504;10;Non;Non;Oui;2;1265.42;1182.23;635.27;173.69;83.18;1093.64;225.05;702.02
97415;Saint-Paul;La Réunion;La Réunion;104556;10;Non;Oui;Oui;1;1559.1;1367.61;932.71;303.55;191.49;1171.32;234.6;600.52
59599;Tourcoing;Hauts-de-France;Nord;99345;9;Non;Non;Non;1;1285.76;1152.97;722.07;124.99;132.79;1411.49;420.51;639.74
59512;Roubaix;Hauts-de-France;Nord;99294;9;Non;Non;Non;0;1695.99;1502.26;847.55;291.6;193.73;1106.28;709.39;659.99
92050;Nanterre;Île-de-France;Hauts-de-Seine;96917;9;Non;Non;Non;2;2217.9;2050.66;1294.06;460.0;167.24;1591.14;33.33;1695.22
94081;Vitry-sur-Seine;Île-de-France;Val-de-Marne;95969;9;Non;Non;Non;1;1809.48;1668.21;1056.02;218.02;141.27;1679.4;116.36;1146.72
94028;Créteil;Île-de-France;Val-de-Marne;93722;9;Non;Non;Non;1;1555.58;1467.73;906.05;152.25;87.85;1452.24;208.23;1077.7
84007;Avignon;Provence-Alpes-Côte d'Azur;Vaucluse;92821;9;Non;Non;Oui;1;1864.59;1677.49;979.71;356.75;187.1;2325.75;302.35;1211.73
86194;Poitiers;Nouvelle-Aquitaine;Vienne;91487;9;Non;Non;Oui;1;1091.58;909.15;438.93;140.95;182.43;1014.86;340.86;464.88
93001;Aubervilliers;Île-de-France;Seine-Saint-Denis;89139;9;Non;Non;Non;0;1677.7;1335.27;864.55;254.66;342.43;1279.83;370.75;1010.97
92004;Asnières-sur-Seine;Île-de-France;Hauts-de-Seine;87809;9;Non;Non;Non;3;1456.51;1266.26;704.39;639.93;190.25;1576.98;82.01;973.81
59183;Dunkerque;Hauts-de-France;Nord;87547;9;Non;Non;Oui;1;1704.02;1446.41;984.45;232.47;257.61;942.24;107.04;1327.29
93005;Aulnay-sous-Bois;Île-de-France;Seine-Saint-Denis;87379;9;Non;Non;Non;1;1887.01;1786.58;1084.77;189.15;100.43;2024.19;145.42;1260.15
92025;Colombes;Île-de-France;Hauts-de-Seine;87120;9;Non;Non;Non;3;1625.33;1296.12;824.64;415.9;329.2;1340.9;151.02;1094.16
78646;Versailles;Île-de-France;Yvelines;86846;9;Non;Non;Oui;5;1438.53;1255.01;825.89;353.43;183.52;476.34;111.89;751.79
97416;Saint-Pierre;La Réunion;La Réunion;85878;9;Non;Oui;Non;1;1639.88;1442.47;999.09;496.82;197.42;1253.61;235.19;675.31
92026;Courbevoie;Île-de-France;Hauts-de-Seine;82213;9;Non;Non;Non;4;2083.35;1776.27;965.93;526.45;307.08;1617.26;;1519.36
50129;Cherbourg-en-Cotentin;Normandie;Manche;80912;9;Non;Non;Oui;2;1818.68;1634.23;1029.17;347.86;184.45;626.34;523.96;882.41
97422;Le Tampon;La Réunion;La Réunion;80833;9;Non;Oui;Non;1;1258.46;967.37;637.13;429.84;291.09;1465.44;228.35;404.76
92063;Rueil-Malmaison;Île-de-France;Hauts-de-Seine;79788;9;Non;Non;Non;5;2005.74;1755.01;1035.96;327.18;250.73;2217.84;1.32;1429.62
34032;Béziers;Occitanie;Hérault;79550;9;Non;Non;Oui;1;1634.63;1310.79;792.39;640.15;323.84;1508.65;267.25;1047.53
17300;La Rochelle;Nouvelle-Aquitaine;Charente-Maritime;79333;9;Non;Non;Oui;2;1777.45;1471.06;938.51;498.53;306.4;1115.9;275.89;931.33
97209;Fort-de-France;Martinique;Martinique;77410;9;Non;Oui;Non;1;2707.89;2318.92;1807.57;76.75;388.97;2605.53;299.98;891.41
94017;Champigny-sur-Marne;Île-de-France;Val-de-Marne;77334;9;Non;Non;Non;2;1641.1;1393.22;918.4;538.63;247.88;1476.06;322.78;1007.79
64445;Pau;Nouvelle-Aquitaine;Pyrénées-Atlantiques;77070;9;Non;Non;Oui;2;1630.18;1303.19;767.19;576.0;326.99;1639.25;201.73;1037.1
94068;Saint-Maur-des-Fossés;Île-de-France;Val-de-Marne;75888;9;Non;Non;Non;4;1609.11;1410.06;890.42;284.38;199.05;2731.97;101.72;1047.53
06029;Cannes;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;75347;9;Non;Non;Oui;3;3572.74;2607.62;1379.13;908.82;965.12;2591.43;199.18;1818.85
06004;Antibes;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;74523;9;Non;Non;Oui;3;2236.06;2024.53;1278.49;647.78;211.54;2578.49;95.74;1191.95
44184;Saint-Nazaire;Pays de la Loire;Loire-Atlantique;73139;9;Non;Non;Non;2;1601.35;1373.09;872.09;373.26;228.26;759.21;127.74;1106.83
62193;Calais;Hauts-de-France;Pas-de-Calais;73134;9;Non;Non;Oui;1;1523.99;1357.67;704.78;261.6;166.32;1423.87;370.8;838.55
97611;Mamoudzou;Mayotte;Mayotte;72974;9;Non;Non;Non;0;811.96;806.92;529.13;348.0;5.04;472.47;303.36;105.85
33281;Mérignac;Nouvelle-Aquitaine;Gironde;72920;9;Non;Non;Non;2;1242.62;1085.79;656.01;409.85;156.84;264.63;54.99;865.78
93029;Drancy;Île-de-France;Seine-Saint-Denis;72658;9;Non;Non;Non;1;1524.58;1358.05;846.76;563.0;166.53;2036.45;293.64;965.37
2A004;Ajaccio;Corse;Corse-du-Sud;72228;9;Non;Non;Oui;1;1447.6;1356.46;950.71;323.6;91.14;1581.34;191.7;837.45
68066;Colmar;Grand Est;Haut-Rhin;69756;9;Non;Non;Oui;2;1458.79;1067.02;648.96;402.31;391.78;963.78;194.93;768.28
92040;Issy-les-Moulineaux;Île-de-France;Hauts-de-Seine;68685;9;Non;Non;Non;4;1702.27;1488.11;673.16;505.18;214.16;127.34;;1173.41
93051;Noisy-le-Grand;Île-de-France;Seine-Saint-Denis;68256;9;Non;Non;Non;2;1845.24;1486.51;959.99;489.41;358.73;1092.97;87.39;1353.89
69259;Vénissieux;Auvergne-Rhône-Alpes;Rhône;67551;9;Non;Non;Non;1;1745.65;1428.13;959.44;229.44;317.52;476.17;324.72;990.68
91228;Évry-Courcouronnes;Île-de-France;Essonne;67317;9;Non;Non;Non;1;1701.64;1478.33;859.13;525.81;223.31;1740.19;357.72;1061.3
92044;Levallois-Perret;Île-de-France;Hauts-de-Seine;66653;9;Non;Non;Non;5;2585.86;2177.88;1155.11;508.66;407.98;4508.66;;1908.7
18033;Bourges;Centre-Val de Loire;Cher;66606;9;Non;Non;Oui;2;1398.54;1227.5;737.9;293.9;171.04;1700.38;232.33;908.97
95127;Cergy;Île-de-France;Val-d'Oise;66429;9;Non;Non;Non;1;1384.49;1197.21;797.91;171.0;187.28;732.79;301.47;742.99
26362;Valence;Auvergne-Rhône-Alpes;Drôme;66149;9;Non;Non;Oui;2;1205.71;1040.05;601.91;295.83;165.66;913.32;205.93;730.91
33318;Pessac;Nouvelle-Aquitaine;Gironde;66007;9;Non;Non;Non;2;960.9;810.53;479.21;123.71;150.37;174.44;118.69;628.44
97302;Cayenne;Guyane;Guyane;65878;9;Non;Non;Non;0;1522.16;1357.74;908.69;233.95;164.42;484.33;284.25;531.94
29232;Quimper;Bretagne;Finistère;65761;9;Non;Non;Oui;2;1080.69;827.98;406.47;294.97;252.7;717.95;162.14;655.58
94041;Ivry-sur-Seine;Île-de-France;Val-de-Marne;63998;9;Non;Non;Non;1;2269.66;1989.34;1343.03;215.59;280.31;1827.2;35.09;1770.64
83126;La Seyne-sur-Mer;Provence-Alpes-Côte d'Azur;Var;63749;9;Non;Non;Oui;2;1502.84;1326.43;943.99;136.75;176.41;1799.13;200.41;947.63
92002;Antony;Île-de-France;Hauts-de-Seine;63535;9;Non;Non;Non;4;1406.38;1204.04;788.79;654.19;202.34;1986.11;88.25;872.27
92024;Clichy;Île-de-France;Hauts-de-Seine;63346;9;Non;Non;Non;2;2211.26;1834.01;1038.65;409.5;377.25;1423.82;26.13;1606.82
10387;Troyes;Grand Est;Aube;63087;9;Non;Non;Non;1;1449.98;1264.81;846.4;370.2;185.17;842.74;383.83;697.0
82121;Montauban;Occitanie;Tarn-et-Garonne;62832;9;Non;Non;Oui;2;1280.45;1085.65;588.41;263.14;194.79;1301.92;163.29;778.32
59009;Villeneuve-d'Ascq;Hauts-de-France;Nord;62613;9;Non;Non;Non;2;1660.22;1436.26;915.37;328.67;223.96;655.12;303.87;1034.59
79191;Niort;Nouvelle-Aquitaine;Deux-Sèvres;61027;9;Non;Non;Non;2;1443.57;1216.43;734.28;234.16;227.14;1101.61;159.05;981.5
92051;Neuilly-sur-Seine;Île-de-France;Hauts-de-Seine;60584;9;Non;Non;Non;5;1700.67;1449.17;962.87;709.26;251.5;625.99;;847.37
73065;Chambéry;Auvergne-Rhône-Alpes;Savoie;60478;9;Non;Non;Oui;1;1789.34;1501.91;953.23;423.48;287.42;1779.65;152.19;1200.33
93055;Pantin;Île-de-France;Seine-Saint-Denis;60027;9;Non;Non;Non;1;2061.39;1662.72;1090.94;643.08;398.67;1660.91;67.67;1591.72
95585;Sarcelles;Île-de-France;Val-d'Oise;59448;9;Non;Non;Non;1;1821.32;1654.21;1011.11;302.87;167.11;1406.46;776.83;777.46
56121;Lorient;Bretagne;Morbihan;58732;9;Non;Non;Non;1;1730.6;1483.32;896.94;278.19;247.28;837.27;252.49;911.52
60057;Beauvais;Hauts-de-France;Oise;58520;9;Non;Non;Non;1;1518.31;1267.21;833.83;291.76;251.1;764.75;233.08;993.57
85191;La Roche-sur-Yon;Pays de la Loire;Vendée;58103;9;Non;Non;Oui;2;1394.71;1163.4;685.71;389.23;231.3;1593.13;150.36;953.18
93007;Le Blanc-Mesnil;Île-de-France;Seine-Saint-Denis;57664;9;Non;Non;Non;1;1770.41;1373.72;876.55;613.47;396.69;1712.51;288.69;1225.54
97409;Saint-André;La Réunion;La Réunion;57366;9;Non;Oui;Non;0;1432.12;1283.93;948.44;351.28;148.19;1383.46;213.29;549.47
94046;Maisons-Alfort;Île-de-France;Val-de-Marne;56774;9;Non;Non;Non;3;1235.82;1079.63;689.59;195.28;156.19;354.48;113.72;841.42
11262;Narbonne;Occitanie;Aude;56700;9;Non;Non;Oui;1;1391.75;1189.66;715.53;329.61;202.09;1109.4;284.6;673.84
77284;Meaux;Île-de-France;Seine-et-Marne;56229;9;Non;Non;Non;1;1620.36;1488.45;947.98;377.19;131.91;945.97;459.55;782.85
49099;Cholet;Pays de la Loire;Maine-et-Loire;55979;9;Non;Non;Non;2;887.03;702.64;258.86;176.76;184.39;749.51;171.83;426.15
83069;Hyères;Provence-Alpes-Côte d'Azur;Var;55798;9;Non;Non;Oui;2;1524.05;1282.73;718.04;183.47;241.32;358.7;154.28;810.21
56260;Vannes;Bretagne;Morbihan;55692;9;Non;Non;Oui;2;1508.36;1204.18;792.44;431.54;304.18;1255.16;123.4;928.07
94076;Villejuif;Île-de-France;Val-de-Marne;55451;9;Non;Non;Non;2;1596.66;1457.24;937.05;267.21;139.41;1781.86;191.98;1116.69
77108;Chelles;Île-de-France;Seine-et-Marne;55448;9;Non;Non;Non;2;1150.12;1032.36;642.47;336.6;117.76;1061.39;172.29;722.37
83061;Fréjus;Provence-Alpes-Côte d'Azur;Var;55301;9;Non;Non;Oui;2;1532.69;1371.47;831.18;396.89;161.22;2730.77;176.06;960.13
02691;Saint-Quentin;Hauts-de-France;Aisne;54851;9;Non;Non;Non;1;1540.78;1346.11;789.95;325.7;194.67;813.7;399.58;856.17
93031;Épinay-sur-Seine;Île-de-France;Seine-Saint-Denis;54768;9;Non;Non;Non;1;1508.65;1294.36;707.75;424.82;214.3;511.24;465.39;707.99
93010;Bondy;Île-de-France;Seine-Saint-Denis;54746;9;Non;Non;Non;1;1648.19;1516.7;1053.49;256.8;131.49;1920.3;442.99;934.8
93008;Bobigny;Île-de-France;Seine-Saint-Denis;54528;9;Non;Non;Non;0;2069.5;1963.82;1325.3;677.08;105.68;1963.01;359.07;1327.38
97101;Les Abymes;Guadeloupe;Guadeloupe;54027;9;Non;Oui;Non;1;1651.74;1552.7;1053.17;123.85;99.05;1053.07;250.09;657.56
97414;Saint-Louis;La Réunion;La Réunion;53693;9;Non;Oui;Non;0;1742.34;1572.12;1187.91;192.97;170.22;547.42;215.84;896.04
92023;Clamart;Île-de-France;Hauts-de-Seine;53424;9;Non;Non;Non;4;1256.15;1249.15;816.04;562.51;7.0;2268.58;100.75;732.16
78586;Sartrouville;Île-de-France;Yvelines;53223;9;Non;Non;Non;2;1236.85;1065.58;605.96;221.77;171.28;246.34;182.42;656.59
64102;Bayonne;Nouvelle-Aquitaine;Pyrénées-Atlantiques;53063;9;Non;Non;Oui;2;1677.21;1430.83;781.27;575.07;246.38;1404.14;149.13;985.17
69256;Vaulx-en-Velin;Auvergne-Rhône-Alpes;Rhône;53016;9;Non;Non;Non;0;1645.28;1436.98;972.4;253.12;208.3;1413.75;474.23;872.63
06027;Cagnes-sur-Mer;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;52669;9;Non;Non;Oui;2;1145.92;950.72;539.43;91.76;195.2;274.45;109.21;670.85
94033;Fontenay-sous-Bois;Île-de-France;Val-de-Marne;52427;9;Non;Non;Non;3;1849.54;1679.47;1178.96;478.23;170.07;1505.39;75.19;1507.8
53130;Laval;Pays de la Loire;Mayenne;52370;9;Non;Non;Non;2;1298.74;1079.4;677.41;153.09;219.34;1399.12;204.09;710.18
93071;Sevran;Île-de-France;Seine-Saint-Denis;51907;9;Non;Non;Non;1;1731.82;1538.41;929.97;294.46;193.41;1270.61;496.75;962.58
91174;Corbeil-Essonnes;Île-de-France;Essonne;51528;9;Non;Non;Non;1;1525.0;1423.7;884.73;148.2;101.3;2131.93;127.6;1143.41
13004;Arles;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;51243;9;Non;Non;Oui;2;1819.03;1713.41;1053.51;322.99;105.62;1965.29;190.4;1240.54
91377;Massy;Île-de-France;Essonne;50996;9;Non;Non;Non;2;1842.32;1646.53;889.69;474.37;195.79;1985.66;23.17;1315.05
93070;Saint-Ouen-sur-Seine;Île-de-France;Seine-Saint-Denis;50826;9;Non;Non;Non;2;2210.95;1939.66;1247.96;665.73;271.3;2036.07;21.25;1509.48
81004;Albi;Occitanie;Tarn;50625;9;Non;Non;Oui;2;1265.5;1125.26;617.38;279.15;140.24;1069.53;161.78;731.18
94080;Vincennes;Île-de-France;Val-de-Marne;50230;8;Non;Non;Non;5;1625.09;1276.27;653.53;660.52;348.82;1229.92;85.16;1049.67
92073;Suresnes;Île-de-France;Hauts-de-Seine;49816;8;Non;Non;Non;4;2037.09;1615.48;910.53;561.6;421.61;1006.17;19.35;1431.85
06069;Grasse;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;49792;8;Non;Non;Oui;2;1361.2;1190.56;714.44;218.02;170.63;1662.84;92.82;979.43
2B033;Bastia;Corse;Haute-Corse;49198;8;Non;Non;Non;1;1262.1;1154.99;712.01;271.94;107.11;1171.74;355.42;565.46
13056;Martigues;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;49090;8;Non;Non;Oui;2;2942.58;2719.79;1724.35;448.49;222.79;629.92;9.62;2400.7
92036;Gennevilliers;Île-de-France;Hauts-de-Seine;48746;8;Non;Non;Non;1;3343.72;2879.94;1767.37;865.67;463.78;1565.31;133.28;2287.8
92049;Montrouge;Île-de-France;Hauts-de-Seine;48587;8;Non;Non;Non;3;1574.24;1408.25;978.78;532.03;166.0;494.84;59.19;943.04
35288;Saint-Malo;Bretagne;Ille-et-Vilaine;48141;8;Non;Non;Oui;3;1876.04;1543.82;817.89;438.59;332.21;1536.23;209.99;995.9
44162;Saint-Herblain;Pays de la Loire;Loire-Atlantique;48135;9;Non;Non;Non;2;1700.42;1407.73;1007.24;267.67;292.69;181.53;98.12;1193.42
11069;Carcassonne;Occitanie;Aude;48116;8;Non;Non;Oui;1;1615.18;1394.65;781.2;238.5;220.53;1325.52;252.88;986.67
13005;Aubagne;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;47986;8;Non;Non;Oui;2;1588.29;1487.94;880.93;125.19;100.36;2882.45;83.56;1133.65
97311;Saint-Laurent-du-Maroni;Guyane;Guyane;47963;9;Non;Non;Oui;0;1141.22;1148.03;590.29;406.97;-6.81;282.49;312.57;192.75
19031;Brive-la-Gaillarde;Nouvelle-Aquitaine;Corrèze;47615;8;Non;Non;Oui;2;1694.03;1432.71;930.79;303.17;261.32;1822.53;130.7;1200.14
27229;Évreux;Normandie;Eure;47574;8;Non;Non;Non;1;1728.84;1507.24;937.5;277.17;221.6;1815.69;352.62;1015.42
08105;Charleville-Mézières;Grand Est;Ardennes;47526;8;Non;Non;Non;1;1498.58;1284.07;796.1;278.61;214.51;1741.66;506.8;634.95
41018;Blois;Centre-Val de Loire;Loir-et-Cher;47418;8;Non;Non;Non;1;1856.82;1632.84;997.69;404.81;223.97;1184.99;252.75;1093.21
90010;Belfort;Bourgogne-Franche-Comté;Territoire de Belfort;47242;8;Non;Non;Non;1;1709.77;1388.06;839.15;314.25;321.71;1314.38;339.4;916.58
69290;Saint-Priest;Auvergne-Rhône-Alpes;Rhône;47211;8;Non;Non;Non;1;1513.96;1388.01;855.02;543.33;125.95;913.92;48.31;1077.33
78551;Saint-Germain-en-Laye;Île-de-France;Yvelines;46649;8;Non;Non;Oui;5;2563.29;2002.83;739.46;557.48;560.46;316.99;110.75;757.11
71076;Chalon-sur-Saône;Bourgogne-Franche-Comté;Saône-et-Loire;46577;8;Non;Non;Non;1;1506.4;1398.92;957.54;182.21;107.48;1902.44;214.28;938.7
92048;Meudon;Île-de-France;Hauts-de-Seine;46502;8;Non;Non;Non;4;1641.01;1475.78;680.99;480.11;165.23;242.42;80.56;826.73
85194;Les Sables-d'Olonne;Pays de la Loire;Vendée;46463;8;Non;Non;Oui;3;1166.6;875.77;420.51;638.86;290.83;1291.16;181.89;542.17
94022;Choisy-le-Roi;Île-de-France;Val-de-Marne;46359;8;Non;Non;Non;1;1520.33;1332.69;865.18;188.16;187.64;692.81;205.13;1023.79
93064;Rosny-sous-Bois;Île-de-France;Seine-Saint-Denis;46198;8;Non;Non;Non;2;1688.38;1515.56;916.78;485.15;172.81;1700.33;139.36;1196.21
13103;Salon-de-Provence;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;45970;8;Non;Non;Oui;2;1592.87;1453.94;885.29;379.72;138.94;530.32;205.83;1093.05
93046;Livry-Gargan;Île-de-France;Seine-Saint-Denis;45908;8;Non;Non;Non;1;1387.22;1221.93;868.85;234.78;165.29;787.3;135.72;907.31
51108;Châlons-en-Champagne;Grand Est;Marne;45625;8;Non;Non;Non;1;1455.97;1296.34;729.95;367.76;159.63;767.05;421.05;773.83
92062;Puteaux;Île-de-France;Hauts-de-Seine;45446;8;Non;Non;Non;4;3289.52;2872.66;1552.28;759.17;416.86;15.79;1.74;2482.53
93027;La Courneuve;Île-de-France;Seine-Saint-Denis;45181;8;Non;Non;Non;0;1718.0;1554.65;1014.63;426.21;163.35;1466.88;391.26;940.05
22278;Saint-Brieuc;Bretagne;Côtes-d'Armor;45099;8;Non;Non;Non;1;1585.18;1438.75;934.48;258.69;146.43;1917.37;297.61;915.61
94002;Alfortville;Île-de-France;Val-de-Marne;44966;8;Non;Non;Non;2;1553.89;1317.94;673.39;222.29;235.94;924.4;207.98;866.73
33522;Talence;Nouvelle-Aquitaine;Gironde;44799;8;Non;Non;Non;2;1085.82;933.69;592.18;368.63;152.13;434.35;166.55;688.1
36044;Châteauroux;Centre-Val de Loire;Indre;44662;8;Non;Non;Non;1;1639.52;1376.24;885.81;347.13;263.28;728.52;206.06;1043.52
93053;Noisy-le-Sec;Île-de-France;Seine-Saint-Denis;44591;8;Non;Non;Non;1;1535.58;1290.22;821.74;205.94;245.35;1480.31;313.52;980.46
34301;Sète;Occitanie;Hérault;44459;8;Non;Non;Oui;2;2067.6;1659.68;793.42;442.5;407.92;1540.2;198.78;1304.57
13047;Istres;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;44283;8;Non;Non;Oui;2;2569.77;2447.54;1517.93;351.28;122.23;1009.45;11.41;2056.28
78361;Mantes-la-Jolie;Île-de-France;Yvelines;44116;8;Non;Non;Non;1;1586.01;1290.81;805.8;198.16;295.2;923.37;535.93;674.26
69034;Caluire-et-Cuire;Auvergne-Rhône-Alpes;Rhône;43916;8;Non;Non;Non;3;1088.18;923.63;598.54;164.85;164.55;953.65;51.84;747.12
65440;Tarbes;Occitanie;Hautes-Pyrénées;43821;8;Non;Non;Oui;1;1619.52;1486.57;778.93;370.09;132.95;1573.65;320.42;921.83
44143;Rezé;Pays de la Loire;Loire-Atlantique;43710;8;Non;Non;Non;2;1413.62;1273.48;820.9;215.42;140.15;464.84;145.72;846.77
59606;Valenciennes;Hauts-de-France;Nord;43677;8;Non;Non;Non;1;1733.28;1401.17;796.95;408.48;332.11;1522.9;277.36;1040.09
81065;Castres;Occitanie;Tarn;43549;8;Non;Non;Oui;1;1441.88;1278.14;761.94;348.31;163.74;2008.75;183.55;899.33
95268;Garges-lès-Gonesse;Île-de-France;Val-d'Oise;43333;8;Non;Non;Non;0;1718.37;1419.92;853.81;594.1;298.45;824.68;728.8;749.95
